year,name,value,lastValue
2021.07,Party Rock Anthem,66,66
2021.07,Counting Stars,66,66
2021.07,Rolling In The Deep,64,64
2021.07,Before He Cheats,64,64
2021.07,I Hope,61,61
2021.07,Ho Hey,59,59
2021.08,Radioactive,86,86
2021.08,Blinding Lights,86,86
2021.08,Sail,76,76
2021.08,I'm Yours,75,75
2021.08,Party Rock Anthem,66,66
2021.08,Counting Stars,66,66
2021.08,Rolling In The Deep,64,64
2021.08,Before He Cheats,64,64
2021.08,I Hope,61,61
2021.08,Ho Hey,59,59
2021.09,Blinding Lights,90,90
2021.09,Radioactive,86,86
2021.09,Sail,76,76
2021.09,I'm Yours,75,75
2021.09,Party Rock Anthem,66,66
2021.09,Counting Stars,66,66
2021.09,Rolling In The Deep,64,64
2021.09,Before He Cheats,64,64
2021.09,I Hope,61,61
2021.09,Ho Hey,59,59
2021.1,Blinding Lights,90,90
2021.1,Radioactive,86,86
2021.1,Sail,76,76
2021.1,I'm Yours,75,75
2021.1,Party Rock Anthem,66,66
2021.1,Counting Stars,66,66
2021.1,Rolling In The Deep,64,64
2021.1,Before He Cheats,64,64
2021.1,I Hope,61,61
2021.1,Ho Hey,59,59
2021.11,Blinding Lights,90,90
2021.11,Radioactive,86,86
2021.11,Sail,76,76
2021.11,I'm Yours,75,75
2021.11,Party Rock Anthem,66,66
2021.11,Counting Stars,66,66
2021.11,Rolling In The Deep,64,64
2021.11,Before He Cheats,64,64
2021.11,I Hope,61,61
2021.11,Ho Hey,59,59
2021.12,Blinding Lights,90,90
2021.12,Radioactive,86,86
2021.12,Sail,76,76
2021.12,I'm Yours,75,75
2021.12,Party Rock Anthem,66,66
2021.12,Counting Stars,66,66
2021.12,Rolling In The Deep,64,64
2021.12,Before He Cheats,64,64
2021.12,I Hope,61,61
2021.12,Levitating,60,60
