date,song,artist,peak-rank,weeks-on-board,genres,track,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,year,id
2007-10-06,1973,James Blunt,73,3,"['acoustic rock', 'british', 'english', 'folk rock', 'piano rock', 'pop', 'pop and chart', 'pop rock', 'rhyming slang', 'rock', 'singer-songwriter', 'singer/songwriter', 'soft rock', 'uk']",1973,spotify:track:1BV0m40U0M4t1SLIsDnwZl,0.72,0.668,9.0,-7.928,1.0,0.0269,0.0652,0.00664,0.0789,0.768,123.007,280027.0,4.0,21.35134,10.0,1.0,2007,1973_by_James_Blunt
2011-03-12,Boyfriend,Big Time Rush,72,11,"['pop', 'rush time big']",Boyfriend,spotify:track:1rKBOL9kJfX1Y4C3QaOvRH,0.614,0.857,1.0,-4.171,0.0,0.111,0.0987,0.0,0.177,0.677,164.146,201040.0,4.0,33.42683,7.0,1.0,2011,Boyfriend_by_Big_Time_Rush
2012-03-31,Changed,Rascal Flatts,73,8,"['classic pop and rock', 'contemporary country', 'country', 'country pop', 'modern country']",Changed,spotify:track:7ClZTubD4KudpEuBysLMUI,0.442,0.556,4.0,-6.925,1.0,0.0345,0.0751,7.59e-06,0.0984,0.26,140.563,262227.0,4.0,43.1798,11.0,1.0,2012,Changed_by_Rascal_Flatts
2007-10-06,Famous In A Small Town,Miranda Lambert,87,8,"['american', 'contemporary country', 'country', 'country pop', 'rockabilly']",Famous In A Small Town,spotify:track:4oXOOBwZsHFnRRNBNXrr9X,0.509,0.932,11.0,-3.948,1.0,0.0667,0.268,0.0,0.0615,0.675,138.722,245333.0,4.0,32.02187,12.0,1.0,2007,Famous_In_A_Small_Town_by_Miranda_Lambert
2020-03-14,Can't Explain,Lil Baby,99,1,"['english', 'hip hop', 'lil baby', 'rap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Can't_Explain_by_Lil_Baby
2020-05-16,Be Kind,Marshmello & Halsey,29,15,"['english', 'hip hop', 'independent artist']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Be_Kind_by_Marshmello_&_Halsey
2020-08-15,I Should Probably Go To Bed,Dan + Shay,28,24,"['contemporary country', 'country', 'country pop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,I_Should_Probably_Go_To_Bed_by_Dan_+_Shay
2018-11-03,Jet Lag,Future & Juice WRLD Featuring Young Scooter,72,1,"['death by murder', 'english', 'hip hop', 'rap', 'usa']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2018,Jet_Lag_by_Future_&_Juice_WRLD_Featuring_Young_Scooter
2008-01-26,Dey Know,Shawty Lo,31,17,Unknown,Dey Know,spotify:track:6TQANhh0iV17xMeExcH6qj,0.428,0.714,8.0,-5.574,1.0,0.399,0.0895,0.0,0.766,0.678,110.017,198093.0,3.0,27.70688,12.0,1.0,2008,Dey_Know_by_Shawty_Lo
2002-01-26,I Love You,Faith Evans,14,21,"['hip hop rnb and dance hall', 'soul']",I Love You,spotify:track:6gsmFgUiSTuinJlScwFODv,0.489,0.757,11.0,-4.062,0.0,0.0926,0.00981,0.0,0.234,0.567,168.004,267160.0,4.0,29.03989,13.0,1.0,2002,I_Love_You_by_Faith_Evans
2013-09-07,Give It 2 U,Robin Thicke Featuring Kendrick Lamar,25,12,"['2008 universal fire victim', 'hip hop', 'hip hop rnb and dance hall', 'r&b', 'robin thicke beautiful', 'soul']",Give It 2 U,spotify:track:5zDQlhcJ5KOoXeSMGwiuJY,0.672,0.827,6.0,-3.829,0.0,0.0693,0.101,0.0,0.16,0.58,127.076,229667.0,4.0,42.14582,9.0,1.0,2013,Give_It_2_U_by_Robin_Thicke_Featuring_Kendrick_Lamar
2009-06-06,One,Adam Lambert,82,1,"['american idol', 'costume', 'dance', 'dance-pop', 'electropop', 'glam', 'pop', 'pop rock', 'rock', 'showman', 'soul', 'synthpop', 'vocalist']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2009,One_by_Adam_Lambert
2019-06-15,Ran$om,Lil Tecca,4,31,['hip hop'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Ran$om_by_Lil_Tecca
2021-11-06,Poke It Out,Wale Featuring J. Cole,79,6,"['hip hop', 'hip-hop', 'rap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Poke_It_Out_by_Wale_Featuring_J._Cole
2014-12-27,Wet Dreamz,J. Cole,61,20,"['hip hop', 'hip-hop', 'rap']",Wet Dreamz,spotify:track:6Ius4TC0L3cN74HT7ENE6e,0.504,0.705,6.0,-8.205,0.0,0.364,0.0752,0.0,0.128,0.584,175.483,239320.0,4.0,22.36431,13.0,1.0,2014,Wet_Dreamz_by_J._Cole
2000-03-04,There You Go,P!nk,7,32,"['contemporary r&b', 'dance-pop', 'electropop', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'sober', 'united states']",There You Go,spotify:track:6dJ2mSRaKE9ctYw9qWNGWQ,0.822,0.847,10.0,-6.729,0.0,0.0916,0.0862,0.0,0.0452,0.667,107.906,202800.0,4.0,28.72679,9.0,1.0,2000,There_You_Go_by_P!nk
2004-12-04,Monday Morning Church,Alan Jackson,54,16,"['bluegrass', 'christmas music', 'contemporary country', 'country', 'country gospel']",Monday Morning Church,spotify:track:0yftAXSqtZoHdgrXjSuZwz,0.557,0.26,4.0,-15.062,1.0,0.0321,0.226,0.0,0.135,0.154,135.922,204467.0,4.0,29.36808,12.0,1.0,2004,Monday_Morning_Church_by_Alan_Jackson
2014-04-05,Beating Heart,Ellie Goulding,88,3,"['a filk artist', 'chamber pop', 'contemporary r&b', 'drum and bass', 'electropop', 'film soundtrack', 'indie folk', 'indie pop', 'pop', 'synth-pop', 'synthpop']",Beating Heart,spotify:track:74ShSWUO9MyQ12K5b9ToCf,0.56,0.747,2.0,-5.998,0.0,0.0689,0.189,3.37e-06,0.109,0.242,127.941,212125.0,4.0,33.64975,10.0,1.0,2014,Beating_Heart_by_Ellie_Goulding
2008-06-14,Got Money,Lil Wayne Featuring T-Pain,10,27,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",Got Money,spotify:track:46lIt6GmL0VkkbuUyGDbCs,0.692,0.661,7.0,-4.847,1.0,0.123,0.00188,0.0,0.676,0.703,82.479,244627.0,4.0,40.02293,9.0,1.0,2008,Got_Money_by_Lil_Wayne_Featuring_T-Pain
2010-03-20,Feel It,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,78,2,"['crunk', 'dirty south', 'hip hop', 'southern hip hop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2010,Feel_It_by_Three_6_Mafia_Vs._Tiesto_With_Sean_Kingston_&_Flo_Rida
2014-10-25,L.A.LOVE (la la),Fergie,27,18,"['contemporary r&b', 'dance-pop', 'electro house', 'hip hop', 'pop', 'pop rap', 'r&b', 'soul and reggae', 'trap']",L.A.LOVE (la la),spotify:track:5h2nC1QYVpK0AJra70Ja3p,0.509,0.482,7.0,-6.965,1.0,0.176,0.0186,0.0,0.238,0.301,101.042,211512.0,4.0,40.50528,11.0,1.0,2014,L.A.LOVE_(la_la)_by_Fergie
2019-09-14,Bezerk,Big Sean Featuring A$AP Ferg & Hit-Boy,89,1,['hip hop'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Bezerk_by_Big_Sean_Featuring_A$AP_Ferg_&_Hit-Boy
2018-06-02,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,74,6,['hip hop'],Life Goes On,spotify:track:2bSk87AVkCIIC3Bcligq1z,0.716,0.541,1.0,-7.909,1.0,0.149,0.0021,0.0,0.115,0.387,139.978,247055.0,4.0,42.92595,9.0,1.0,2018,Life_Goes_On_by_Lil_Baby_Featuring_Gunna_&_Lil_Uzi_Vert
2013-09-14,Sunny And 75,Joe Nichols,39,20,"['contemporary country', 'country', 'neo-traditionalist country']",Sunny And 75,spotify:track:1rGLPyb4LMojT4wpxiZTp8,0.531,0.893,0.0,-4.422,1.0,0.055,0.184,1.01e-06,0.101,0.323,120.045,206947.0,4.0,40.28794,9.0,1.0,2013,Sunny_And_75_by_Joe_Nichols
2019-10-26,In Control,YoungBoy Never Broke Again,73,2,['hip hop'],In Control,spotify:track:5IdAcHb4cwtexqMlOojWhR,0.643,0.77,5.0,-4.524,0.0,0.228,0.13,0.0,0.247,0.863,170.006,181437.0,4.0,41.32302,9.0,1.0,2019,In_Control_by_YoungBoy_Never_Broke_Again
2016-07-23,Flexicution,Logic,100,1,"['dmv', 'hip hop', 'rap', 'underground']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2016,Flexicution_by_Logic
2007-02-10,Famous Last Words,My Chemical Romance,88,7,"['alternative', 'alternative rock', 'emo', 'hard rock', 'matthew edward hall', 'pop and chart', 'pop punk', 'post-hardcore', 'punk', 'rock']",Famous Last Words,spotify:track:2d6m2F4I7wCuAKtSsdhh83,0.467,0.883,2.0,-3.679,0.0,0.106,0.000321,0.000152,0.125,0.309,122.252,299227.0,4.0,44.11668,13.0,1.0,2007,Famous_Last_Words_by_My_Chemical_Romance
2020-11-14,Dakiti,Bad Bunny & Jhay Cortez,5,28,"['hip hop', 'latin', 'latin rap', 'latin trap', 'latin urban', 'reggaeton']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Dakiti_by_Bad_Bunny_&_Jhay_Cortez
2004-01-03,Sorry 2004,Ruben Studdard,9,20,"['american idol', 'r&b']",Sorry 2004,spotify:track:2u34ZVPVlr7hfN7vDr1512,0.721,0.472,9.0,-7.574,1.0,0.0619,0.076,0.0,0.332,0.462,129.964,261867.0,4.0,30.09556,10.0,1.0,2004,Sorry_2004_by_Ruben_Studdard
2003-04-26,Stay Gone,Jimmy Wayne,32,20,['country'],Stay Gone,spotify:track:2HEMdZPNfOLF9W3LeE7dkC,0.52,0.515,9.0,-5.497,1.0,0.0276,0.0976,0.0,0.271,0.193,142.086,226600.0,3.0,38.79077,13.0,1.0,2003,Stay_Gone_by_Jimmy_Wayne
2012-02-18,Smooth Criminal,Glee Cast Featuring 2Cellos,26,2,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",Smooth Criminal,spotify:track:1iAzKpS5HUrwit6zuezPQk,0.756,0.814,0.0,-6.11,1.0,0.0437,0.632,0.00068,0.161,0.905,135.043,214680.0,4.0,40.87541,8.0,1.0,2012,Smooth_Criminal_by_Glee_Cast_Featuring_2Cellos
2019-02-23,Fake Smile,Ariana Grande,26,2,"['ag4', 'contemporary r&b', 'dance-pop', 'electro house', 'electropop', 'english', 'female vocals', 'pop', 'r&b']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2019,Fake_Smile_by_Ariana_Grande
2018-07-28,Nico And The Niners,twenty one pilots,79,2,"['alternative hip hop', 'alternative rap', 'alternative rock', 'electropop', 'emo', 'hip hop', 'hip-hop', 'hip-hop/rap', 'indie', 'indie pop', 'indie rock', 'pop', 'pop rock', 'rap', 'rap rock', 'rock']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2018,Nico_And_The_Niners_by_twenty_one_pilots
2007-02-24,1st Time,Yung Joc Featuring Marques Houston & Trey Songz,82,6,"['contemporary r&b', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap', 'r&b', 'soul']",1st Time,spotify:track:5ehwXxbiFNYwlmntoKom7h,0.686,0.603,6.0,-6.112,1.0,0.202,0.0981,0.0,0.102,0.778,133.034,267627.0,4.0,32.72684,14.0,1.0,2007,1st_Time_by_Yung_Joc_Featuring_Marques_Houston_&_Trey_Songz
2005-04-30,I'll Take That As A Yes (The Hot Tub Song),Phil Vassar,89,5,['country'],I'll Take That As A Yes (The Hot Tub Song),spotify:track:2f44w3kcYPm9NEVXmbCoTI,0.653,0.76,7.0,-3.774,1.0,0.0284,0.0533,0.0,0.505,0.59,91.845,206147.0,4.0,28.11322,12.0,1.0,2005,I'll_Take_That_As_A_Yes_(The_Hot_Tub_Song)_by_Phil_Vassar
2011-01-08,I Am The Champion,B.o.B,85,1,"['bob-marley', 'jamaican', 'reggae', 'roots reggae', 'singer-songwriter', 'soul and reggae', 'the wailers']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2011,I_Am_The_Champion_by_B.o.B
2017-09-23,Bad At Love,Halsey,5,33,"['alternative pop', 'electropop', 'indie pop', 'pop rock', 'r&b', 'synth-pop']",Bad At Love,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0.0,-3.539,1.0,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279.0,4.0,40.50528,9.0,1.0,2017,Bad_At_Love_by_Halsey
2013-08-17,Let Her Go,Passenger,5,43,"['alternative', 'alternative indy folk', 'english', 'folk', 'folk pop', 'indie', 'indie folk', 'indie pop', 'singer-songwriter', 'singer/songwriter']",Let Her Go,spotify:track:0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.897,252733.0,4.0,53.79626,8.0,1.0,2013,Let_Her_Go_by_Passenger
2010-06-19,Deja Vu,3OH!3,75,1,"['dance', 'electronic', 'united states']",Deja Vu,spotify:track:70sK7T5SzRs6QFHA1LLfrw,0.654,0.817,11.0,-4.908,0.0,0.266,0.0816,0.0,0.41,0.794,127.991,184667.0,4.0,48.98476,8.0,1.0,2010,Deja_Vu_by_3OH!3
2015-01-10,Earned It (Fifty Shades Of Grey),The Weeknd,3,43,"['alternative r&b', 'contemporary r&b', 'dance-pop', 'pbr&b', 'pop', 'r&b', 'rnb', 'synth-pop']",Earned It (Fifty Shades Of Grey),spotify:track:4frLb7nWtsz2ymBE6k2GRP,0.647,0.291,2.0,-8.275,0.0,0.0363,0.408,0.0,0.0771,0.4,119.839,277680.0,3.0,41.87264,9.0,1.0,2015,Earned_It_(Fifty_Shades_Of_Grey)_by_The_Weeknd
2001-10-13,"Lights, Camera, Action!",Mr. Cheeks,14,30,"['hip hop', 'hip hop rnb and dance hall']","Lights, Camera, Action!",spotify:track:36gOOIQaBwXZVKL5z2vC3Z,0.792,0.93,1.0,-6.32,1.0,0.0693,0.115,0.0,0.292,0.812,105.505,261027.0,4.0,39.73957,13.0,1.0,2001,"Lights,_Camera,_Action!_by_Mr._Cheeks"
2002-12-14,Always,Saliva,51,20,"['alternative metal', 'alternative rock', 'nu metal', 'rap metal']",Always,spotify:track:7kpa6MWRrPaF3b6C0DgioK,0.363,0.906,1.0,-4.415,1.0,0.0615,0.0122,0.0,0.172,0.371,181.964,231200.0,4.0,54.83739,9.0,1.0,2002,Always_by_Saliva
2007-10-06,Do It Well,Jennifer Lopez,31,10,"['contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electronic', 'latin', 'latin pop', 'pop', 'pop and chart', 'pop rap', 'reggaeton']",Do It Well,spotify:track:2dOcfwJpfgGLcB4vPi8YXf,0.763,0.81,5.0,-5.118,0.0,0.0861,0.0311,0.0,0.316,0.437,108.004,185933.0,4.0,22.41699,9.0,1.0,2007,Do_It_Well_by_Jennifer_Lopez
2010-03-20,Ridin' Solo,Jason Derulo,9,28,"['contemporary r&b', 'dance', 'dance-pop', 'electropop', 'english', 'pop', 'r&b', 'rock']",Ridin' Solo,spotify:track:6BaxqcoEM9r3LXisTyJjST,0.442,0.83,9.0,-4.02,1.0,0.146,0.128,0.0,0.129,0.578,89.338,215747.0,4.0,23.55109,10.0,1.0,2010,Ridin'_Solo_by_Jason_Derulo
2012-12-29,Guap,Big Sean,71,12,"['hip hop', 'pop rap']",Guap,spotify:track:1wcWdMlLjzp7Rx25JJN7c4,0.65,0.741,1.0,-5.842,1.0,0.184,0.322,0.0,0.422,0.575,146.175,271760.0,4.0,28.83224,12.0,1.0,2012,Guap_by_Big_Sean
2003-08-16,Baby Boy,Beyonce Featuring Sean Paul,1,29,"['alternative r&b', 'art pop', 'contemporary pop', 'contemporary r&b', 'country', 'dance-pop', 'electropop', 'funk', 'grammy winner', 'hard rock', 'hip hop rnb and dance hall', 'mbs-333', 'moombahton', 'pop', 'pop rap', 'r&b', 'rnb', 'soul']",Baby Boy,spotify:track:4WY3HyGXsWqjFRCVD6gnTe,0.655,0.488,1.0,-9.17,1.0,0.22,0.0825,1.16e-06,0.221,0.791,91.025,244827.0,4.0,30.18238,12.0,1.0,2003,Baby_Boy_by_Beyonce_Featuring_Sean_Paul
2013-03-02,Just Give Me A Reason,P!nk Featuring Nate Ruess,1,36,['indie pop'],Just Give Me A Reason,spotify:track:1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,242733.0,4.0,30.15866,10.0,1.0,2013,Just_Give_Me_A_Reason_by_P!nk_Featuring_Nate_Ruess
2016-04-16,Digits,Young Thug,93,1,"['english', 'hip hop', 'rap', 'relic inn', 'trap']",Digits,spotify:track:4cg1yakyRSIOjxKM2I7J1q,0.769,0.632,10.0,-4.228,0.0,0.0537,0.0325,0.0,0.116,0.294,131.932,176387.0,4.0,31.21991,10.0,1.0,2016,Digits_by_Young_Thug
2011-07-16,Here For A Good Time,George Strait,46,20,"['2008 universal fire victim', 'country', 'neo-traditionalist country']",Here For A Good Time,spotify:track:11OFYsUK9EVJsQ6nutH32M,0.596,0.768,6.0,-6.753,1.0,0.0369,0.0858,6.23e-06,0.116,0.532,127.93,180267.0,4.0,24.11074,9.0,1.0,2011,Here_For_A_Good_Time_by_George_Strait
2013-06-08,Work,A$AP Ferg,100,2,['hip hop'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2013,Work_by_A$AP_Ferg
2000-12-16,Could It Be,Jaheim,26,20,['hip hop rnb and dance hall'],Could It Be,spotify:track:1eDmhyYxYa8VG360HVPzUh,0.655,0.553,9.0,-6.854,0.0,0.0891,0.0636,1.73e-05,0.126,0.531,70.033,224667.0,4.0,23.93606,7.0,1.0,2000,Could_It_Be_by_Jaheim
2015-01-17,Take It On Back,Chase Bryant,82,8,Unknown,Take It On Back,spotify:track:19OKWQPIupVomZOgBHvhV3,0.558,0.814,2.0,-5.378,1.0,0.0645,0.0129,0.0,0.0666,0.672,157.959,246613.0,4.0,21.97425,12.0,1.0,2015,Take_It_On_Back_by_Chase_Bryant
2021-06-19,Lost Cause,Billie Eilish,27,4,"['alternative pop', 'bedroom pop', 'dark pop', 'electronic', 'electronica', 'electropop', 'englisch', 'english', 'indietronica', 'los angeles', 'pity pop', 'pop', 'trap', 'usa']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Lost_Cause_by_Billie_Eilish
2014-04-12,Empire,Shakira,58,12,"['alternative', 'atlantico', 'barranquilla', 'classic pop and rock', 'colombian', 'dance-pop', 'electropop', 'latin', 'latin pop', 'merengue', 'pop', 'pop rock', 'rock']",Empire,spotify:track:1eIk4CkooTRycHSDfaShLC,0.541,0.628,0.0,-4.682,0.0,0.0603,0.733,0.0,0.056,0.364,80.027,239333.0,4.0,29.09882,9.0,1.0,2014,Empire_by_Shakira
2009-01-31,My Life Would Suck Without You,Kelly Clarkson,1,24,"['a filk artist', 'american idol', 'dance-pop', 'electropop', 'fixme label mess', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'rock', 'teen pop']",My Life Would Suck Without You,spotify:track:4Dm32oO01YpIubCHaAtKkN,0.526,0.882,9.0,-4.006,1.0,0.0509,0.0014,0.0,0.144,0.424,144.982,211493.0,4.0,41.97422,9.0,1.0,2009,My_Life_Would_Suck_Without_You_by_Kelly_Clarkson
2014-07-26,Cool Kids,Echosmith,13,23,"['indie pop', 'pop rock']",Cool Kids,spotify:track:13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8.0,-6.279,1.0,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627.0,4.0,19.57914,11.0,1.0,2014,Cool_Kids_by_Echosmith
2015-12-26,Sorry,Rick Ross Featuring Chris Brown,97,1,"['english', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'luxury rap', 'pop rap', 'rap', 'relic inn', 'southern hip hop', 'trap rap']",Sorry,spotify:track:2KmCMQ2EuJs4d2QK9f5yRL,0.494,0.798,5.0,-4.329,0.0,0.113,0.0183,0.0,0.118,0.4,191.587,265347.0,4.0,34.3226,12.0,1.0,2015,Sorry_by_Rick_Ross_Featuring_Chris_Brown
2017-07-29,Kill Jay Z,JAY-Z,55,1,"['boom bap', 'east coast hip hop', 'grammy winner', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hiphop', 'luxury rap', 'mashup', 'new york hip hop', 'pop', 'pop rap', 'rap', 'rapper', 'relic inn', 'united states', 'us']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2017,Kill_Jay_Z_by_JAY-Z
2010-10-23,Runaway,Kanye West Featuring Pusha T,12,13,"['american', 'electropop', 'english', 'experimental hip hop', 'grammy winner', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'luxury rap', 'pop', 'pop rap', 'producer', 'rap', 'rapper', 'relic inn', 'synthpop', 'us']",Runaway,spotify:track:3DK6m7It6Pw857FcQftMds,0.571,0.568,1.0,-3.827,0.0,0.0703,0.218,0.0021,0.512,0.109,86.986,547733.0,4.0,39.40648,17.0,1.0,2010,Runaway_by_Kanye_West_Featuring_Pusha_T
2005-12-31,Yo (Excuse Me Miss),Chris Brown,7,21,"['_blacklist', 'abuser', 'american', 'anti vax', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'misogynist', 'pop', 'pop rap', 'r&b', 'relic inn', 'rnb', 'wifebeater', ""ya man ain't me (produced by the.mp3""]",Yo (Excuse Me Miss),spotify:track:7DFnq8FYhHMCylykf6ZCxA,0.536,0.612,4.0,-5.847,1.0,0.272,0.119,0.0,0.209,0.57,86.768,229040.0,4.0,41.29358,11.0,1.0,2005,Yo_(Excuse_Me_Miss)_by_Chris_Brown
2014-05-31,One,Ed Sheeran,87,1,"['dance-pop', 'ed sheeran does not make sillyname tracks ಠ_ಠ', 'folk', 'folk pop', 'gradually watermelon', 'guitarist', 'music for soccer moms', 'pop', 'pop rap', 'pop soul', 'rapper', 'singer', 'singer-songwriter', 'singer/songwriter', 'uk']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2014,One_by_Ed_Sheeran
2018-04-21,Nice For What,Drake,1,25,"['alternative r&b', 'contemporary r&b', 'cotm candidate', 'hardcore hip', 'hip hop', 'lesbian', 'luxury rap', 'pop rap', 'r&b', 'rap', 'rap us', 'rapper', 'relic inn', 'trap', 'trap rap']",Nice For What,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,0.586,0.909,8.0,-6.474,1.0,0.0705,0.0891,0.000109,0.119,0.757,93.394,210747.0,4.0,35.02261,12.0,1.0,2018,Nice_For_What_by_Drake
2015-08-08,She's Kinda Hot,5 Seconds Of Summer,22,9,"['boy band', 'pop', 'pop punk', 'pop rock', 'power pop', 'teen pop']",She's Kinda Hot,spotify:track:5fsQSDifYpjfbCqvZKPVBj,0.664,0.908,4.0,-4.806,1.0,0.0317,0.00182,0.0,0.109,0.889,118.031,216454.0,4.0,53.52739,8.0,1.0,2015,She's_Kinda_Hot_by_5_Seconds_Of_Summer
2011-10-01,Paradise,Coldplay,15,32,"['alternative rock', 'ambient pop', 'britannique', 'british', 'britpop', 'chapel', 'english', 'parlophone', 'piano pop', 'piano rock', 'pop', 'pop rock', 'pop/rock', 'post-britpop', 'rock', 'rock and indie', 'uk']",Paradise,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5.0,-6.762,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,34.79485,13.0,1.0,2011,Paradise_by_Coldplay
2020-04-18,Here And Now,Kenny Chesney,38,15,"['contemporary country', 'country', 'country pop', 'singer/songwriter']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Here_And_Now_by_Kenny_Chesney
2005-05-28,How To Deal,Frankie J,39,19,"['latin', 'latin pop', 'pop', 'r&b', 'sort me out', 'soul']",How To Deal,spotify:track:05wbsMDvcaD56O4SnESOaJ,0.749,0.495,2.0,-8.456,1.0,0.0332,0.0584,0.0,0.201,0.645,126.12,230507.0,4.0,31.60271,10.0,1.0,2005,How_To_Deal_by_Frankie_J
2000-03-04,Get Up,Amel Larrieux,97,3,"['dance and electronica', 'neo soul', 'soul']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,Get_Up_by_Amel_Larrieux
2008-11-08,Can I Have This Dance,Zac Efron & Vanessa Hudgens,98,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,Can_I_Have_This_Dance_by_Zac_Efron_&_Vanessa_Hudgens
